cap-shape,cap-surface,cap-color,bruises%3F,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-type,spore-print-color,population,habitat,class
flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,solitary,grasses,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,solitary,grasses,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,several,woods,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,several,woods,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,several,paths,poisonous
convex,fibrous,gray,FALSE,creosote,free,close,narrow,purple,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,woods,poisonous
flat,smooth,buff,TRUE,foul,free,close,broad,white,tapering,fibrous,fibrous,white,white,partial,white,pendant,chocolate,several,grasses,poisonous
flat,fibrous,red,TRUE,none,free,close,broad,white,tapering,smooth,smooth,gray,white,partial,white,pendant,black,several,woods,edible
convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,several,paths,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,solitary,woods,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,several,grasses,poisonous
flat,fibrous,gray,TRUE,none,free,close,broad,purple,tapering,smooth,smooth,pink,white,partial,white,pendant,black,several,woods,edible
convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,buff,pink,partial,white,large,chocolate,solitary,woods,poisonous
convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,several,paths,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,paths,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,pink,partial,white,large,chocolate,several,paths,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,solitary,woods,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,several,grasses,poisonous
flat,smooth,white,TRUE,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,partial,white,pendant,chocolate,scattered,urban,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,several,woods,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,several,grasses,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,solitary,paths,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,several,paths,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,several,woods,poisonous
flat,scaly,purple,FALSE,none,free,close,narrow,chocolate,enlarging,smooth,fibrous,white,white,partial,white,flaring,chocolate,several,woods,edible
flat,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,solitary,woods,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,several,grasses,poisonous
convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,pink,partial,white,large,chocolate,solitary,grasses,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,solitary,grasses,poisonous
flat,scaly,brown,TRUE,none,free,close,broad,brown,tapering,smooth,smooth,pink,pink,partial,white,pendant,brown,solitary,woods,edible
convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,several,paths,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,woods,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,solitary,paths,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,brown,brown,partial,white,large,chocolate,solitary,grasses,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,several,woods,poisonous
convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,several,paths,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,several,paths,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,several,grasses,poisonous
convex,smooth,white,TRUE,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,partial,white,pendant,chocolate,scattered,urban,poisonous
flat,scaly,red,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,evanescent,white,clustered,waste,edible
convex,scaly,purple,FALSE,none,free,close,narrow,white,enlarging,smooth,fibrous,white,white,partial,white,flaring,chocolate,solitary,woods,edible
convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,several,grasses,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,woods,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,solitary,paths,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,solitary,woods,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,solitary,paths,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,solitary,grasses,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,solitary,grasses,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,solitary,paths,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,solitary,paths,poisonous
flat,smooth,pink,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,red,partial,white,evanescent,white,clustered,waste,edible
flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,solitary,paths,poisonous
convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,pink,partial,white,large,chocolate,solitary,paths,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,solitary,paths,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,several,grasses,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,solitary,woods,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,solitary,woods,poisonous
flat,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,paths,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,buff,pink,partial,white,large,chocolate,solitary,grasses,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,solitary,woods,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,paths,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,solitary,woods,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,solitary,paths,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,several,paths,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,several,woods,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,grasses,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,several,woods,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,grasses,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,several,woods,poisonous
convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,solitary,paths,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,solitary,grasses,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,pink,partial,white,large,chocolate,several,paths,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,several,paths,poisonous
flat,scaly,brown,TRUE,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,partial,white,pendant,brown,solitary,woods,edible
flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,solitary,woods,poisonous
convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,brown,partial,white,large,chocolate,solitary,paths,poisonous
convex,smooth,gray,TRUE,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,partial,white,pendant,chocolate,scattered,grasses,poisonous
flat,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,brown,partial,white,large,chocolate,several,paths,poisonous
convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,several,paths,poisonous
convex,fibrous,white,FALSE,creosote,free,close,narrow,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,woods,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,woods,poisonous
flat,smooth,buff,TRUE,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,partial,white,pendant,chocolate,scattered,urban,poisonous
convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,solitary,grasses,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,woods,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,solitary,grasses,poisonous
flat,smooth,pink,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,green,several,grasses,poisonous
flat,smooth,buff,TRUE,foul,free,close,broad,pink,tapering,fibrous,fibrous,white,white,partial,white,pendant,chocolate,several,urban,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,several,grasses,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,solitary,grasses,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,buff,pink,partial,white,large,chocolate,several,grasses,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,solitary,paths,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,several,paths,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,solitary,paths,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,several,paths,poisonous
flat,scaly,purple,FALSE,none,free,close,narrow,purple,enlarging,smooth,fibrous,white,white,partial,white,flaring,chocolate,several,woods,edible
convex,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,solitary,grasses,poisonous
flat,fibrous,red,TRUE,none,free,close,broad,white,tapering,smooth,smooth,gray,white,partial,white,pendant,brown,several,woods,edible
flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,solitary,grasses,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,several,grasses,poisonous
convex,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,solitary,grasses,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,buff,pink,partial,white,large,chocolate,solitary,woods,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,pink,partial,white,large,chocolate,solitary,grasses,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,several,paths,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,buff,partial,white,large,chocolate,solitary,grasses,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,pink,partial,white,large,chocolate,solitary,woods,poisonous
flat,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,brown,partial,white,large,chocolate,solitary,grasses,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,several,paths,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,solitary,grasses,poisonous
flat,scaly,brown,TRUE,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,partial,white,pendant,brown,solitary,woods,edible
convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,brown,pink,partial,white,large,chocolate,several,grasses,poisonous
flat,fibrous,red,TRUE,none,free,close,broad,white,tapering,smooth,smooth,white,white,partial,white,pendant,black,solitary,woods,edible
convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,brown,partial,white,large,chocolate,solitary,woods,poisonous
convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,solitary,paths,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,solitary,paths,poisonous
convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,solitary,paths,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,several,woods,poisonous
flat,fibrous,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,pink,buff,partial,white,large,chocolate,several,woods,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,silky,silky,brown,buff,partial,white,large,chocolate,solitary,paths,poisonous
flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,silky,silky,pink,brown,partial,white,large,chocolate,solitary,grasses,poisonous
